date,region,deaths,ppl,deaths_per_million
2020-02-24,Abruzzo,0,1293941,0.0
2020-02-25,Abruzzo,0,1293941,0.0
2020-02-26,Abruzzo,0,1293941,0.0
2020-02-27,Abruzzo,0,1293941,0.0
2020-02-28,Abruzzo,0,1293941,0.0
2020-02-29,Abruzzo,0,1293941,0.0
2020-03-01,Abruzzo,0,1293941,0.0
2020-03-02,Abruzzo,0,1293941,0.0
2020-03-03,Abruzzo,0,1293941,0.0
2020-03-04,Abruzzo,0,1293941,0.0
2020-03-05,Abruzzo,0,1293941,0.0
2020-03-06,Abruzzo,0,1293941,0.0
2020-03-07,Abruzzo,0,1293941,0.0
2020-03-08,Abruzzo,0,1293941,0.0
2020-03-09,Abruzzo,0,1293941,0.0
2020-03-10,Abruzzo,1,1293941,0.77
2020-03-11,Abruzzo,0,1293941,0.0
2020-03-12,Abruzzo,1,1293941,0.77
2020-03-13,Abruzzo,0,1293941,0.0
2020-03-14,Abruzzo,0,1293941,0.0
2020-03-15,Abruzzo,1,1293941,0.77
2020-03-16,Abruzzo,1,1293941,0.77
2020-03-17,Abruzzo,2,1293941,1.55
2020-03-18,Abruzzo,1,1293941,0.77
2020-03-19,Abruzzo,4,1293941,3.09
2020-03-20,Abruzzo,6,1293941,4.64
2020-03-21,Abruzzo,5,1293941,3.86
2020-03-22,Abruzzo,11,1293941,8.5
2020-03-23,Abruzzo,5,1293941,3.86
2020-03-24,Abruzzo,8,1293941,6.18
2020-03-25,Abruzzo,6,1293941,4.64
2020-03-26,Abruzzo,11,1293941,8.5
2020-03-27,Abruzzo,5,1293941,3.86
2020-03-28,Abruzzo,8,1293941,6.18
2020-03-29,Abruzzo,12,1293941,9.27
2020-03-30,Abruzzo,14,1293941,10.82
2020-03-31,Abruzzo,13,1293941,10.05
2020-04-01,Abruzzo,8,1293941,6.18
2020-04-02,Abruzzo,10,1293941,7.73
2020-04-03,Abruzzo,13,1293941,10.05
2020-04-04,Abruzzo,7,1293941,5.41
2020-04-05,Abruzzo,5,1293941,3.86
2020-04-06,Abruzzo,11,1293941,8.5
2020-04-07,Abruzzo,3,1293941,2.32
2020-04-08,Abruzzo,7,1293941,5.41
2020-04-09,Abruzzo,15,1293941,11.59
2020-04-10,Abruzzo,4,1293941,3.09
2020-04-11,Abruzzo,8,1293941,6.18
2020-04-12,Abruzzo,6,1293941,4.64
2020-04-13,Abruzzo,12,1293941,9.27
2020-04-14,Abruzzo,8,1293941,6.18
2020-04-15,Abruzzo,8,1293941,6.18
2020-04-16,Abruzzo,3,1293941,2.32
2020-04-17,Abruzzo,3,1293941,2.32
2020-04-18,Abruzzo,7,1293941,5.41
2020-04-19,Abruzzo,5,1293941,3.86
2020-04-20,Abruzzo,5,1293941,3.86
2020-04-21,Abruzzo,8,1293941,6.18
2020-04-22,Abruzzo,5,1293941,3.86
2020-04-23,Abruzzo,4,1293941,3.09
2020-04-24,Abruzzo,6,1293941,4.64
2020-04-25,Abruzzo,7,1293941,5.41
2020-04-26,Abruzzo,2,1293941,1.55
2020-04-27,Abruzzo,4,1293941,3.09
2020-04-28,Abruzzo,11,1293941,8.5
2020-04-29,Abruzzo,5,1293941,3.86
2020-04-30,Abruzzo,5,1293941,3.86
2020-05-01,Abruzzo,4,1293941,3.09
2020-05-02,Abruzzo,3,1293941,2.32
2020-05-03,Abruzzo,3,1293941,2.32
2020-05-04,Abruzzo,2,1293941,1.55
2020-05-05,Abruzzo,3,1293941,2.32
2020-05-06,Abruzzo,6,1293941,4.64
2020-05-07,Abruzzo,7,1293941,5.41
2020-05-08,Abruzzo,3,1293941,2.32
2020-05-09,Abruzzo,4,1293941,3.09
2020-05-10,Abruzzo,4,1293941,3.09
2020-05-11,Abruzzo,7,1293941,5.41
2020-05-12,Abruzzo,4,1293941,3.09
2020-05-13,Abruzzo,5,1293941,3.86
2020-05-14,Abruzzo,4,1293941,3.09
2020-05-15,Abruzzo,2,1293941,1.55
2020-05-16,Abruzzo,2,1293941,1.55
2020-05-17,Abruzzo,2,1293941,1.55
2020-05-18,Abruzzo,3,1293941,2.32
2020-05-19,Abruzzo,1,1293941,0.77
2020-05-20,Abruzzo,0,1293941,0.0
2020-05-21,Abruzzo,2,1293941,1.55
2020-05-22,Abruzzo,3,1293941,2.32
2020-05-23,Abruzzo,0,1293941,0.0
2020-05-24,Abruzzo,4,1293941,3.09
2020-05-25,Abruzzo,2,1293941,1.55
2020-05-26,Abruzzo,0,1293941,0.0
2020-05-27,Abruzzo,0,1293941,0.0
2020-05-28,Abruzzo,2,1293941,1.55
2020-05-29,Abruzzo,2,1293941,1.55
2020-05-30,Abruzzo,0,1293941,0.0
2020-05-31,Abruzzo,1,1293941,0.77
2020-06-01,Abruzzo,3,1293941,2.32
2020-06-02,Abruzzo,5,1293941,3.86
2020-06-03,Abruzzo,1,1293941,0.77
2020-06-04,Abruzzo,1,1293941,0.77
2020-06-05,Abruzzo,0,1293941,0.0
2020-06-06,Abruzzo,3,1293941,2.32
2020-06-07,Abruzzo,0,1293941,0.0
2020-06-08,Abruzzo,0,1293941,0.0
2020-06-09,Abruzzo,33,1293941,25.5
2020-06-10,Abruzzo,2,1293941,1.55
2020-06-11,Abruzzo,0,1293941,0.0
2020-06-12,Abruzzo,0,1293941,0.0
2020-06-13,Abruzzo,1,1293941,0.77
2020-06-14,Abruzzo,2,1293941,1.55
2020-06-15,Abruzzo,0,1293941,0.0
2020-06-16,Abruzzo,1,1293941,0.77
2020-06-17,Abruzzo,0,1293941,0.0
2020-06-18,Abruzzo,1,1293941,0.77
2020-06-19,Abruzzo,1,1293941,0.77
2020-06-20,Abruzzo,0,1293941,0.0
2020-06-21,Abruzzo,0,1293941,0.0
2020-06-22,Abruzzo,1,1293941,0.77
2020-06-23,Abruzzo,0,1293941,0.0
2020-06-24,Abruzzo,1,1293941,0.77
2020-06-25,Abruzzo,0,1293941,0.0
2020-06-26,Abruzzo,0,1293941,0.0
2020-06-27,Abruzzo,0,1293941,0.0
2020-06-28,Abruzzo,1,1293941,0.77
2020-06-29,Abruzzo,0,1293941,0.0
2020-06-30,Abruzzo,2,1293941,1.55
2020-07-01,Abruzzo,0,1293941,0.0
2020-07-02,Abruzzo,0,1293941,0.0
2020-07-03,Abruzzo,0,1293941,0.0
2020-07-04,Abruzzo,0,1293941,0.0
2020-07-05,Abruzzo,0,1293941,0.0
2020-07-06,Abruzzo,0,1293941,0.0
2020-07-07,Abruzzo,0,1293941,0.0
2020-07-08,Abruzzo,0,1293941,0.0
2020-07-09,Abruzzo,0,1293941,0.0
2020-07-10,Abruzzo,0,1293941,0.0
2020-07-11,Abruzzo,0,1293941,0.0
2020-07-12,Abruzzo,1,1293941,0.77
2020-07-13,Abruzzo,1,1293941,0.77
2020-07-14,Abruzzo,1,1293941,0.77
2020-07-15,Abruzzo,0,1293941,0.0
2020-07-16,Abruzzo,1,1293941,0.77
2020-07-17,Abruzzo,0,1293941,0.0
2020-07-18,Abruzzo,0,1293941,0.0
2020-07-19,Abruzzo,0,1293941,0.0
2020-07-20,Abruzzo,0,1293941,0.0
2020-07-21,Abruzzo,2,1293941,1.55
2020-07-22,Abruzzo,0,1293941,0.0
2020-07-23,Abruzzo,0,1293941,0.0
2020-07-24,Abruzzo,0,1293941,0.0
2020-07-25,Abruzzo,0,1293941,0.0
2020-07-26,Abruzzo,0,1293941,0.0
2020-07-27,Abruzzo,1,1293941,0.77
2020-07-28,Abruzzo,1,1293941,0.77
2020-07-29,Abruzzo,0,1293941,0.0
2020-07-30,Abruzzo,0,1293941,0.0
2020-07-31,Abruzzo,0,1293941,0.0
2020-08-01,Abruzzo,0,1293941,0.0
2020-08-02,Abruzzo,0,1293941,0.0
2020-08-03,Abruzzo,0,1293941,0.0
2020-08-04,Abruzzo,0,1293941,0.0
2020-08-05,Abruzzo,0,1293941,0.0
2020-08-06,Abruzzo,0,1293941,0.0
2020-08-07,Abruzzo,0,1293941,0.0
2020-08-08,Abruzzo,0,1293941,0.0
2020-08-09,Abruzzo,0,1293941,0.0
2020-08-10,Abruzzo,0,1293941,0.0
2020-08-11,Abruzzo,0,1293941,0.0
2020-08-12,Abruzzo,0,1293941,0.0
2020-08-13,Abruzzo,0,1293941,0.0
2020-08-14,Abruzzo,0,1293941,0.0
2020-08-15,Abruzzo,0,1293941,0.0
2020-08-16,Abruzzo,0,1293941,0.0
2020-08-17,Abruzzo,0,1293941,0.0
2020-08-18,Abruzzo,0,1293941,0.0
2020-08-19,Abruzzo,0,1293941,0.0
2020-08-20,Abruzzo,0,1293941,0.0
2020-08-21,Abruzzo,0,1293941,0.0
2020-08-22,Abruzzo,0,1293941,0.0
2020-08-23,Abruzzo,0,1293941,0.0
2020-08-24,Abruzzo,0,1293941,0.0
2020-08-25,Abruzzo,0,1293941,0.0
2020-08-26,Abruzzo,0,1293941,0.0
2020-08-27,Abruzzo,0,1293941,0.0
2020-08-28,Abruzzo,0,1293941,0.0
2020-08-29,Abruzzo,0,1293941,0.0
2020-08-30,Abruzzo,0,1293941,0.0
2020-08-31,Abruzzo,0,1293941,0.0
2020-09-01,Abruzzo,0,1293941,0.0
2020-09-02,Abruzzo,0,1293941,0.0
2020-09-03,Abruzzo,0,1293941,0.0
2020-09-04,Abruzzo,0,1293941,0.0
2020-09-05,Abruzzo,0,1293941,0.0
2020-09-06,Abruzzo,0,1293941,0.0
2020-09-07,Abruzzo,0,1293941,0.0
2020-09-08,Abruzzo,0,1293941,0.0
2020-09-09,Abruzzo,0,1293941,0.0
2020-09-10,Abruzzo,0,1293941,0.0
2020-09-11,Abruzzo,0,1293941,0.0
2020-09-12,Abruzzo,0,1293941,0.0
2020-09-13,Abruzzo,0,1293941,0.0
2020-09-14,Abruzzo,1,1293941,0.77
2020-09-15,Abruzzo,0,1293941,0.0
2020-09-16,Abruzzo,0,1293941,0.0
2020-09-17,Abruzzo,0,1293941,0.0
2020-09-18,Abruzzo,1,1293941,0.77
2020-09-19,Abruzzo,0,1293941,0.0
2020-09-20,Abruzzo,0,1293941,0.0
2020-09-21,Abruzzo,1,1293941,0.77
2020-09-22,Abruzzo,0,1293941,0.0
2020-09-23,Abruzzo,2,1293941,1.55
2020-09-24,Abruzzo,0,1293941,0.0
2020-09-25,Abruzzo,0,1293941,0.0
2020-09-26,Abruzzo,0,1293941,0.0
2020-09-27,Abruzzo,1,1293941,0.77
2020-09-28,Abruzzo,1,1293941,0.77
2020-09-29,Abruzzo,2,1293941,1.55
2020-09-30,Abruzzo,0,1293941,0.0
2020-10-01,Abruzzo,0,1293941,0.0
2020-10-02,Abruzzo,0,1293941,0.0
2020-10-03,Abruzzo,0,1293941,0.0
2020-10-04,Abruzzo,0,1293941,0.0
2020-10-05,Abruzzo,1,1293941,0.77
2020-10-06,Abruzzo,2,1293941,1.55
2020-10-07,Abruzzo,1,1293941,0.77
2020-10-08,Abruzzo,1,1293941,0.77
2020-10-09,Abruzzo,1,1293941,0.77
2020-10-10,Abruzzo,0,1293941,0.0
2020-10-11,Abruzzo,0,1293941,0.0
2020-10-12,Abruzzo,1,1293941,0.77
2020-10-13,Abruzzo,0,1293941,0.0
2020-10-14,Abruzzo,1,1293941,0.77
2020-10-15,Abruzzo,2,1293941,1.55
2020-10-16,Abruzzo,0,1293941,0.0
2020-10-17,Abruzzo,2,1293941,1.55
2020-10-18,Abruzzo,1,1293941,0.77
2020-10-19,Abruzzo,0,1293941,0.0
2020-10-20,Abruzzo,1,1293941,0.77
2020-10-21,Abruzzo,5,1293941,3.86
2020-10-22,Abruzzo,1,1293941,0.77
2020-10-23,Abruzzo,2,1293941,1.55
2020-10-24,Abruzzo,0,1293941,0.0
2020-10-25,Abruzzo,11,1293941,8.5
2020-10-26,Abruzzo,10,1293941,7.73
2020-10-27,Abruzzo,8,1293941,6.18
2020-10-28,Abruzzo,2,1293941,1.55
2020-10-29,Abruzzo,6,1293941,4.64
2020-10-30,Abruzzo,2,1293941,1.55
2020-10-31,Abruzzo,8,1293941,6.18
2020-11-01,Abruzzo,4,1293941,3.09
2020-11-02,Abruzzo,2,1293941,1.55
2020-11-03,Abruzzo,8,1293941,6.18
2020-11-04,Abruzzo,4,1293941,3.09
2020-11-05,Abruzzo,9,1293941,6.96
2020-11-06,Abruzzo,7,1293941,5.41
2020-11-07,Abruzzo,12,1293941,9.27
2020-11-08,Abruzzo,0,1293941,0.0
2020-11-09,Abruzzo,6,1293941,4.64
2020-11-10,Abruzzo,26,1293941,20.09
2020-11-11,Abruzzo,16,1293941,12.37
2020-11-12,Abruzzo,2,1293941,1.55
2020-11-13,Abruzzo,15,1293941,11.59
2020-11-14,Abruzzo,10,1293941,7.73
2020-11-15,Abruzzo,8,1293941,6.18
2020-11-16,Abruzzo,11,1293941,8.5
2020-11-17,Abruzzo,13,1293941,10.05
2020-11-18,Abruzzo,9,1293941,6.96
2020-11-19,Abruzzo,9,1293941,6.96
2020-11-20,Abruzzo,18,1293941,13.91
2020-11-21,Abruzzo,35,1293941,27.05
2020-11-22,Abruzzo,12,1293941,9.27
2020-11-23,Abruzzo,18,1293941,13.91
2020-11-24,Abruzzo,18,1293941,13.91
2020-11-25,Abruzzo,9,1293941,6.96
2020-11-26,Abruzzo,20,1293941,15.46
2020-11-27,Abruzzo,17,1293941,13.14
2020-11-28,Abruzzo,11,1293941,8.5
2020-11-29,Abruzzo,7,1293941,5.41
2020-11-30,Abruzzo,7,1293941,5.41
2020-12-01,Abruzzo,13,1293941,10.05
2020-12-02,Abruzzo,21,1293941,16.23
2020-12-03,Abruzzo,13,1293941,10.05
2020-12-04,Abruzzo,15,1293941,11.59
2020-12-05,Abruzzo,14,1293941,10.82
2020-12-06,Abruzzo,11,1293941,8.5
2020-12-07,Abruzzo,9,1293941,6.96
2020-12-08,Abruzzo,5,1293941,3.86
2020-12-09,Abruzzo,9,1293941,6.96
2020-12-10,Abruzzo,10,1293941,7.73
2020-12-11,Abruzzo,4,1293941,3.09
2020-12-12,Abruzzo,12,1293941,9.27
2020-12-13,Abruzzo,9,1293941,6.96
2020-12-14,Abruzzo,19,1293941,14.68
2020-12-15,Abruzzo,15,1293941,11.59
2020-12-16,Abruzzo,12,1293941,9.27
2020-12-17,Abruzzo,18,1293941,13.91
2020-02-24,Basilicata,0,553254,0.0
2020-02-25,Basilicata,0,553254,0.0
2020-02-26,Basilicata,0,553254,0.0
2020-02-27,Basilicata,0,553254,0.0
2020-02-28,Basilicata,0,553254,0.0
2020-02-29,Basilicata,0,553254,0.0
2020-03-01,Basilicata,0,553254,0.0
2020-03-02,Basilicata,0,553254,0.0
2020-03-03,Basilicata,0,553254,0.0
2020-03-04,Basilicata,0,553254,0.0
2020-03-05,Basilicata,0,553254,0.0
2020-03-06,Basilicata,0,553254,0.0
2020-03-07,Basilicata,0,553254,0.0
2020-03-08,Basilicata,0,553254,0.0
2020-03-09,Basilicata,0,553254,0.0
2020-03-10,Basilicata,0,553254,0.0
2020-03-11,Basilicata,0,553254,0.0
2020-03-12,Basilicata,0,553254,0.0
2020-03-13,Basilicata,0,553254,0.0
2020-03-14,Basilicata,0,553254,0.0
2020-03-15,Basilicata,0,553254,0.0
2020-03-16,Basilicata,0,553254,0.0
2020-03-17,Basilicata,0,553254,0.0
2020-03-18,Basilicata,0,553254,0.0
2020-03-19,Basilicata,0,553254,0.0
2020-03-20,Basilicata,0,553254,0.0
2020-03-21,Basilicata,0,553254,0.0
2020-03-22,Basilicata,0,553254,0.0
2020-03-23,Basilicata,1,553254,1.81
2020-03-24,Basilicata,0,553254,0.0
2020-03-25,Basilicata,0,553254,0.0
2020-03-26,Basilicata,0,553254,0.0
2020-03-27,Basilicata,2,553254,3.61
2020-03-28,Basilicata,0,553254,0.0
2020-03-29,Basilicata,1,553254,1.81
2020-03-30,Basilicata,1,553254,1.81
2020-03-31,Basilicata,2,553254,3.61
2020-04-01,Basilicata,2,553254,3.61
2020-04-02,Basilicata,1,553254,1.81
2020-04-03,Basilicata,1,553254,1.81
2020-04-04,Basilicata,0,553254,0.0
2020-04-05,Basilicata,2,553254,3.61
2020-04-06,Basilicata,0,553254,0.0
2020-04-07,Basilicata,1,553254,1.81
2020-04-08,Basilicata,0,553254,0.0
2020-04-09,Basilicata,1,553254,1.81
2020-04-10,Basilicata,0,553254,0.0
2020-04-11,Basilicata,2,553254,3.61
2020-04-12,Basilicata,1,553254,1.81
2020-04-13,Basilicata,0,553254,0.0
2020-04-14,Basilicata,1,553254,1.81
2020-04-15,Basilicata,2,553254,3.61
2020-04-16,Basilicata,1,553254,1.81
2020-04-17,Basilicata,0,553254,0.0
2020-04-18,Basilicata,1,553254,1.81
2020-04-19,Basilicata,1,553254,1.81
2020-04-20,Basilicata,0,553254,0.0
2020-04-21,Basilicata,0,553254,0.0
2020-04-22,Basilicata,0,553254,0.0
2020-04-23,Basilicata,0,553254,0.0
2020-04-24,Basilicata,0,553254,0.0
2020-04-25,Basilicata,1,553254,1.81
2020-04-26,Basilicata,0,553254,0.0
2020-04-27,Basilicata,0,553254,0.0
2020-04-28,Basilicata,0,553254,0.0
2020-04-29,Basilicata,0,553254,0.0
2020-04-30,Basilicata,0,553254,0.0
2020-05-01,Basilicata,0,553254,0.0
2020-05-02,Basilicata,0,553254,0.0
2020-05-03,Basilicata,0,553254,0.0
2020-05-04,Basilicata,0,553254,0.0
2020-05-05,Basilicata,0,553254,0.0
2020-05-06,Basilicata,0,553254,0.0
2020-05-07,Basilicata,1,553254,1.81
2020-05-08,Basilicata,0,553254,0.0
2020-05-09,Basilicata,1,553254,1.81
2020-05-10,Basilicata,0,553254,0.0
2020-05-11,Basilicata,0,553254,0.0
2020-05-12,Basilicata,0,553254,0.0
2020-05-13,Basilicata,0,553254,0.0
2020-05-14,Basilicata,0,553254,0.0
2020-05-15,Basilicata,0,553254,0.0
2020-05-16,Basilicata,0,553254,0.0
2020-05-17,Basilicata,0,553254,0.0
2020-05-18,Basilicata,0,553254,0.0
2020-05-19,Basilicata,0,553254,0.0
2020-05-20,Basilicata,0,553254,0.0
2020-05-21,Basilicata,0,553254,0.0
2020-05-22,Basilicata,0,553254,0.0
2020-05-23,Basilicata,0,553254,0.0
2020-05-24,Basilicata,0,553254,0.0
2020-05-25,Basilicata,0,553254,0.0
2020-05-26,Basilicata,0,553254,0.0
2020-05-27,Basilicata,0,553254,0.0
2020-05-28,Basilicata,0,553254,0.0
2020-05-29,Basilicata,0,553254,0.0
2020-05-30,Basilicata,0,553254,0.0
2020-05-31,Basilicata,0,553254,0.0
2020-06-01,Basilicata,0,553254,0.0
2020-06-02,Basilicata,0,553254,0.0
2020-06-03,Basilicata,0,553254,0.0
2020-06-04,Basilicata,0,553254,0.0
2020-06-05,Basilicata,0,553254,0.0
2020-06-06,Basilicata,0,553254,0.0
2020-06-07,Basilicata,0,553254,0.0
2020-06-08,Basilicata,0,553254,0.0
2020-06-09,Basilicata,0,553254,0.0
2020-06-10,Basilicata,0,553254,0.0
2020-06-11,Basilicata,0,553254,0.0
2020-06-12,Basilicata,0,553254,0.0
2020-06-13,Basilicata,0,553254,0.0
2020-06-14,Basilicata,0,553254,0.0
2020-06-15,Basilicata,0,553254,0.0
2020-06-16,Basilicata,0,553254,0.0
2020-06-17,Basilicata,0,553254,0.0
2020-06-18,Basilicata,0,553254,0.0
2020-06-19,Basilicata,0,553254,0.0
2020-06-20,Basilicata,0,553254,0.0
2020-06-21,Basilicata,0,553254,0.0
2020-06-22,Basilicata,0,553254,0.0
2020-06-23,Basilicata,0,553254,0.0
2020-06-24,Basilicata,0,553254,0.0
2020-06-25,Basilicata,0,553254,0.0
2020-06-26,Basilicata,0,553254,0.0
2020-06-27,Basilicata,0,553254,0.0
2020-06-28,Basilicata,0,553254,0.0
2020-06-29,Basilicata,0,553254,0.0
2020-06-30,Basilicata,0,553254,0.0
2020-07-01,Basilicata,0,553254,0.0
2020-07-02,Basilicata,0,553254,0.0
2020-07-03,Basilicata,0,553254,0.0
2020-07-04,Basilicata,0,553254,0.0
2020-07-05,Basilicata,0,553254,0.0
2020-07-06,Basilicata,0,553254,0.0
2020-07-07,Basilicata,0,553254,0.0
2020-07-08,Basilicata,0,553254,0.0
2020-07-09,Basilicata,0,553254,0.0
2020-07-10,Basilicata,0,553254,0.0
2020-07-11,Basilicata,0,553254,0.0
2020-07-12,Basilicata,0,553254,0.0
2020-07-13,Basilicata,0,553254,0.0
2020-07-14,Basilicata,0,553254,0.0
2020-07-15,Basilicata,0,553254,0.0
2020-07-16,Basilicata,0,553254,0.0
2020-07-17,Basilicata,0,553254,0.0
2020-07-18,Basilicata,0,553254,0.0
2020-07-19,Basilicata,1,553254,1.81
2020-07-20,Basilicata,0,553254,0.0
2020-07-21,Basilicata,0,553254,0.0
2020-07-22,Basilicata,0,553254,0.0
2020-07-23,Basilicata,0,553254,0.0
2020-07-24,Basilicata,0,553254,0.0
2020-07-25,Basilicata,0,553254,0.0
2020-07-26,Basilicata,0,553254,0.0
2020-07-27,Basilicata,0,553254,0.0
2020-07-28,Basilicata,0,553254,0.0
2020-07-29,Basilicata,0,553254,0.0
2020-07-30,Basilicata,0,553254,0.0
2020-07-31,Basilicata,0,553254,0.0
2020-08-01,Basilicata,0,553254,0.0
2020-08-02,Basilicata,0,553254,0.0
2020-08-03,Basilicata,0,553254,0.0
2020-08-04,Basilicata,0,553254,0.0
2020-08-05,Basilicata,0,553254,0.0
2020-08-06,Basilicata,0,553254,0.0
2020-08-07,Basilicata,0,553254,0.0
2020-08-08,Basilicata,0,553254,0.0
2020-08-09,Basilicata,0,553254,0.0
2020-08-10,Basilicata,0,553254,0.0
2020-08-11,Basilicata,0,553254,0.0
2020-08-12,Basilicata,0,553254,0.0
2020-08-13,Basilicata,0,553254,0.0
2020-08-14,Basilicata,0,553254,0.0
2020-08-15,Basilicata,0,553254,0.0
2020-08-16,Basilicata,0,553254,0.0
2020-08-17,Basilicata,0,553254,0.0
2020-08-18,Basilicata,0,553254,0.0
2020-08-19,Basilicata,0,553254,0.0
2020-08-20,Basilicata,0,553254,0.0
2020-08-21,Basilicata,0,553254,0.0
2020-08-22,Basilicata,0,553254,0.0
2020-08-23,Basilicata,0,553254,0.0
2020-08-24,Basilicata,0,553254,0.0
2020-08-25,Basilicata,0,553254,0.0
2020-08-26,Basilicata,0,553254,0.0
2020-08-27,Basilicata,0,553254,0.0
2020-08-28,Basilicata,0,553254,0.0
2020-08-29,Basilicata,0,553254,0.0
2020-08-30,Basilicata,0,553254,0.0
2020-08-31,Basilicata,0,553254,0.0
2020-09-01,Basilicata,0,553254,0.0
2020-09-02,Basilicata,0,553254,0.0
2020-09-03,Basilicata,0,553254,0.0
2020-09-04,Basilicata,0,553254,0.0
2020-09-05,Basilicata,0,553254,0.0
2020-09-06,Basilicata,0,553254,0.0
2020-09-07,Basilicata,0,553254,0.0
2020-09-08,Basilicata,0,553254,0.0
2020-09-09,Basilicata,0,553254,0.0
2020-09-10,Basilicata,0,553254,0.0
2020-09-11,Basilicata,0,553254,0.0
2020-09-12,Basilicata,0,553254,0.0
2020-09-13,Basilicata,0,553254,0.0
2020-09-14,Basilicata,0,553254,0.0
2020-09-15,Basilicata,0,553254,0.0
2020-09-16,Basilicata,0,553254,0.0
2020-09-17,Basilicata,0,553254,0.0
2020-09-18,Basilicata,0,553254,0.0
2020-09-19,Basilicata,0,553254,0.0
2020-09-20,Basilicata,0,553254,0.0
2020-09-21,Basilicata,0,553254,0.0
2020-09-22,Basilicata,0,553254,0.0
2020-09-23,Basilicata,0,553254,0.0
2020-09-24,Basilicata,0,553254,0.0
2020-09-25,Basilicata,0,553254,0.0
2020-09-26,Basilicata,0,553254,0.0
2020-09-27,Basilicata,1,553254,1.81
2020-09-28,Basilicata,0,553254,0.0
2020-09-29,Basilicata,0,553254,0.0
2020-09-30,Basilicata,0,553254,0.0
2020-10-01,Basilicata,0,553254,0.0
2020-10-02,Basilicata,1,553254,1.81
2020-10-03,Basilicata,3,553254,5.42
2020-10-04,Basilicata,0,553254,0.0
2020-10-05,Basilicata,0,553254,0.0
2020-10-06,Basilicata,0,553254,0.0
2020-10-07,Basilicata,2,553254,3.61
2020-10-08,Basilicata,0,553254,0.0
2020-10-09,Basilicata,0,553254,0.0
2020-10-10,Basilicata,0,553254,0.0
2020-10-11,Basilicata,0,553254,0.0
2020-10-12,Basilicata,0,553254,0.0
2020-10-13,Basilicata,2,553254,3.61
2020-10-14,Basilicata,0,553254,0.0
2020-10-15,Basilicata,0,553254,0.0
2020-10-16,Basilicata,1,553254,1.81
2020-10-17,Basilicata,0,553254,0.0
2020-10-18,Basilicata,1,553254,1.81
2020-10-19,Basilicata,0,553254,0.0
2020-10-20,Basilicata,0,553254,0.0
2020-10-21,Basilicata,0,553254,0.0
2020-10-22,Basilicata,3,553254,5.42
2020-10-23,Basilicata,0,553254,0.0
2020-10-24,Basilicata,2,553254,3.61
2020-10-25,Basilicata,0,553254,0.0
2020-10-26,Basilicata,0,553254,0.0
2020-10-27,Basilicata,0,553254,0.0
2020-10-28,Basilicata,3,553254,5.42
2020-10-29,Basilicata,0,553254,0.0
2020-10-30,Basilicata,1,553254,1.81
2020-10-31,Basilicata,1,553254,1.81
2020-11-01,Basilicata,0,553254,0.0
2020-11-02,Basilicata,2,553254,3.61
2020-11-03,Basilicata,3,553254,5.42
2020-11-04,Basilicata,0,553254,0.0
2020-11-05,Basilicata,2,553254,3.61
2020-11-06,Basilicata,3,553254,5.42
2020-11-07,Basilicata,4,553254,7.23
2020-11-08,Basilicata,1,553254,1.81
2020-11-09,Basilicata,0,553254,0.0
2020-11-10,Basilicata,2,553254,3.61
2020-11-11,Basilicata,3,553254,5.42
2020-11-12,Basilicata,3,553254,5.42
2020-11-13,Basilicata,1,553254,1.81
2020-11-14,Basilicata,5,553254,9.04
2020-11-15,Basilicata,1,553254,1.81
2020-11-16,Basilicata,6,553254,10.84
2020-11-17,Basilicata,0,553254,0.0
2020-11-18,Basilicata,14,553254,25.3
2020-11-19,Basilicata,2,553254,3.61
2020-11-20,Basilicata,3,553254,5.42
2020-11-21,Basilicata,6,553254,10.84
2020-11-22,Basilicata,0,553254,0.0
2020-11-23,Basilicata,4,553254,7.23
2020-11-24,Basilicata,16,553254,28.92
2020-11-25,Basilicata,3,553254,5.42
2020-11-26,Basilicata,3,553254,5.42
2020-11-27,Basilicata,3,553254,5.42
2020-11-28,Basilicata,3,553254,5.42
2020-11-29,Basilicata,3,553254,5.42
2020-11-30,Basilicata,8,553254,14.46
2020-12-01,Basilicata,0,553254,0.0
2020-12-02,Basilicata,0,553254,0.0
2020-12-03,Basilicata,5,553254,9.04
2020-12-04,Basilicata,3,553254,5.42
2020-12-05,Basilicata,8,553254,14.46
2020-12-06,Basilicata,6,553254,10.84
2020-12-07,Basilicata,5,553254,9.04
2020-12-08,Basilicata,1,553254,1.81
2020-12-09,Basilicata,2,553254,3.61
2020-12-10,Basilicata,6,553254,10.84
2020-12-11,Basilicata,6,553254,10.84
2020-12-12,Basilicata,1,553254,1.81
2020-12-13,Basilicata,6,553254,10.84
2020-12-14,Basilicata,5,553254,9.04
2020-12-15,Basilicata,5,553254,9.04
2020-12-16,Basilicata,0,553254,0.0
2020-12-17,Basilicata,5,553254,9.04
2020-02-24,Calabria,0,1894110,0.0
2020-02-25,Calabria,0,1894110,0.0
2020-02-26,Calabria,0,1894110,0.0
2020-02-27,Calabria,0,1894110,0.0
2020-02-28,Calabria,0,1894110,0.0
2020-02-29,Calabria,0,1894110,0.0
2020-03-01,Calabria,0,1894110,0.0
2020-03-02,Calabria,0,1894110,0.0
2020-03-03,Calabria,0,1894110,0.0
2020-03-04,Calabria,0,1894110,0.0
2020-03-05,Calabria,0,1894110,0.0
2020-03-06,Calabria,0,1894110,0.0
