month,region,deaths,year,death_type,ppl,deaths_per_million
6,Sardegna,1281.0,2017,total,1653135,774.89
7,Sardegna,1346.0,2017,total,1653135,814.21
8,Sardegna,1515.0,2017,total,1653135,916.44
9,Sardegna,1159.0,2017,total,1653135,701.09
2,Sicilia,5060.0,2017,total,5056641,1000.66
3,Sicilia,5102.0,2017,total,5056641,1008.97
4,Sicilia,4299.0,2017,total,5056641,850.17
5,Sicilia,4236.0,2017,total,5056641,837.71
6,Sicilia,4121.0,2017,total,5056641,814.97
7,Sicilia,4317.0,2017,total,5056641,853.73
8,Sicilia,4895.0,2017,total,5056641,968.03
9,Sicilia,3730.0,2017,total,5056641,737.64
2,Toscana,3843.0,2017,total,3742437,1026.87
3,Toscana,3867.0,2017,total,3742437,1033.28
4,Toscana,3469.0,2017,total,3742437,926.94
5,Toscana,3581.0,2017,total,3742437,956.86
6,Toscana,3277.0,2017,total,3742437,875.63
7,Toscana,3275.0,2017,total,3742437,875.1
8,Toscana,3742.0,2017,total,3742437,999.88
9,Toscana,3216.0,2017,total,3742437,859.33
2,Trentino-Alto Adige,835.0,2017,total,1062860,785.62
3,Trentino-Alto Adige,786.0,2017,total,1062860,739.51
4,Trentino-Alto Adige,742.0,2017,total,1062860,698.12
5,Trentino-Alto Adige,740.0,2017,total,1062860,696.23
6,Trentino-Alto Adige,701.0,2017,total,1062860,659.54
7,Trentino-Alto Adige,719.0,2017,total,1062860,676.48
8,Trentino-Alto Adige,723.0,2017,total,1062860,680.24
9,Trentino-Alto Adige,712.0,2017,total,1062860,669.89
2,Umbria,863.0,2017,total,888908,970.85
3,Umbria,946.0,2017,total,888908,1064.23
4,Umbria,846.0,2017,total,888908,951.73
5,Umbria,885.0,2017,total,888908,995.6
6,Umbria,832.0,2017,total,888908,935.98
7,Umbria,827.0,2017,total,888908,930.35
8,Umbria,975.0,2017,total,888908,1096.85
9,Umbria,722.0,2017,total,888908,812.23
2,Valle d'Aosta,126.0,2017,total,126883,993.04
3,Valle d'Aosta,121.0,2017,total,126883,953.63
4,Valle d'Aosta,110.0,2017,total,126883,866.94
5,Valle d'Aosta,124.0,2017,total,126883,977.28
6,Valle d'Aosta,117.0,2017,total,126883,922.11
7,Valle d'Aosta,115.0,2017,total,126883,906.35
8,Valle d'Aosta,107.0,2017,total,126883,843.3
9,Valle d'Aosta,113.0,2017,total,126883,890.58
2,Veneto,4452.0,2017,total,4907529,907.18
3,Veneto,4431.0,2017,total,4907529,902.9
4,Veneto,3970.0,2017,total,4907529,808.96
5,Veneto,3978.0,2017,total,4907529,810.59
6,Veneto,3660.0,2017,total,4907529,745.79
7,Veneto,3659.0,2017,total,4907529,745.59
8,Veneto,3846.0,2017,total,4907529,783.69
9,Veneto,3576.0,2017,total,4907529,728.68
2,Abruzzo,1348.0,2018,total,1315196,1024.94
3,Abruzzo,1409.0,2018,total,1315196,1071.32
4,Abruzzo,1224.0,2018,total,1315196,930.66
5,Abruzzo,1141.0,2018,total,1315196,867.55
6,Abruzzo,1082.0,2018,total,1315196,822.69
7,Abruzzo,1156.0,2018,total,1315196,878.96
8,Abruzzo,1151.0,2018,total,1315196,875.15
9,Abruzzo,1106.0,2018,total,1315196,840.94
2,Basilicata,573.0,2018,total,567118,1010.37
3,Basilicata,528.0,2018,total,567118,931.02
4,Basilicata,509.0,2018,total,567118,897.52
5,Basilicata,506.0,2018,total,567118,892.23
6,Basilicata,462.0,2018,total,567118,814.65
7,Basilicata,522.0,2018,total,567118,920.44
8,Basilicata,477.0,2018,total,567118,841.09
9,Basilicata,442.0,2018,total,567118,779.38
2,Calabria,1770.0,2018,total,1956687,904.59
3,Calabria,1848.0,2018,total,1956687,944.45
4,Calabria,1599.0,2018,total,1956687,817.2
5,Calabria,1550.0,2018,total,1956687,792.16
6,Calabria,1393.0,2018,total,1956687,711.92
7,Calabria,1669.0,2018,total,1956687,852.97
8,Calabria,1573.0,2018,total,1956687,803.91
9,Calabria,1485.0,2018,total,1956687,758.94
2,Campania,5043.0,2018,total,5826860,865.47
3,Campania,5120.0,2018,total,5826860,878.69
4,Campania,4462.0,2018,total,5826860,765.76
5,Campania,4356.0,2018,total,5826860,747.57
6,Campania,3830.0,2018,total,5826860,657.3
7,Campania,4097.0,2018,total,5826860,703.12
8,Campania,4183.0,2018,total,5826860,717.88
9,Campania,3871.0,2018,total,5826860,664.34
2,Emilia-Romagna,4344.0,2018,total,4452629,975.6
3,Emilia-Romagna,4672.0,2018,total,4452629,1049.27
4,Emilia-Romagna,4001.0,2018,total,4452629,898.57
5,Emilia-Romagna,3866.0,2018,total,4452629,868.25
6,Emilia-Romagna,3775.0,2018,total,4452629,847.81
7,Emilia-Romagna,3868.0,2018,total,4452629,868.7
8,Emilia-Romagna,4101.0,2018,total,4452629,921.03
9,Emilia-Romagna,3773.0,2018,total,4452629,847.36
2,Lazio,4974.0,2018,total,5896693,843.52
3,Lazio,5368.0,2018,total,5896693,910.34
4,Lazio,4669.0,2018,total,5896693,791.8
5,Lazio,4515.0,2018,total,5896693,765.68
6,Lazio,4297.0,2018,total,5896693,728.71
7,Lazio,4662.0,2018,total,5896693,790.61
8,Lazio,4559.0,2018,total,5896693,773.15
9,Lazio,4242.0,2018,total,5896693,719.39
2,Liguria,1942.0,2018,total,1556981,1247.29
3,Liguria,2069.0,2018,total,1556981,1328.85
4,Liguria,1723.0,2018,total,1556981,1106.63
5,Liguria,1702.0,2018,total,1556981,1093.14
6,Liguria,1654.0,2018,total,1556981,1062.31
7,Liguria,1753.0,2018,total,1556981,1125.9
8,Liguria,2052.0,2018,total,1556981,1317.94
9,Liguria,1651.0,2018,total,1556981,1060.39
2,Lombardia,8539.0,2018,total,10036258,850.82
3,Lombardia,8958.0,2018,total,10036258,892.56
4,Lombardia,8030.0,2018,total,10036258,800.1
5,Lombardia,7650.0,2018,total,10036258,762.24
6,Lombardia,7373.0,2018,total,10036258,734.64
7,Lombardia,7678.0,2018,total,10036258,765.03
8,Lombardia,8195.0,2018,total,10036258,816.54
9,Lombardia,7579.0,2018,total,10036258,755.16
2,Marche,1491.0,2018,total,1531753,973.39
3,Marche,1578.0,2018,total,1531753,1030.19
4,Marche,1435.0,2018,total,1531753,936.84
5,Marche,1376.0,2018,total,1531753,898.32
6,Marche,1218.0,2018,total,1531753,795.17
7,Marche,1399.0,2018,total,1531753,913.33
8,Marche,1388.0,2018,total,1531753,906.15
9,Marche,1303.0,2018,total,1531753,850.66
2,Molise,368.0,2018,total,308493,1192.9
3,Molise,365.0,2018,total,308493,1183.17
4,Molise,332.0,2018,total,308493,1076.2
5,Molise,319.0,2018,total,308493,1034.06
6,Molise,281.0,2018,total,308493,910.88
7,Molise,296.0,2018,total,308493,959.5
8,Molise,285.0,2018,total,308493,923.85
9,Molise,270.0,2018,total,308493,875.22
2,Piemonte,4545.0,2018,total,4375865,1038.65
3,Piemonte,4877.0,2018,total,4375865,1114.52
4,Piemonte,4191.0,2018,total,4375865,957.75
5,Piemonte,4063.0,2018,total,4375865,928.5
6,Piemonte,3994.0,2018,total,4375865,912.73
7,Piemonte,4165.0,2018,total,4375865,951.81
8,Piemonte,4512.0,2018,total,4375865,1031.11
9,Piemonte,3991.0,2018,total,4375865,912.05
2,Puglia,3402.0,2018,total,4048242,840.36
3,Puglia,3636.0,2018,total,4048242,898.17
4,Puglia,3225.0,2018,total,4048242,796.64
5,Puglia,3041.0,2018,total,4048242,751.19
6,Puglia,2907.0,2018,total,4048242,718.09
7,Puglia,3088.0,2018,total,4048242,762.8
8,Puglia,3141.0,2018,total,4048242,775.89
9,Puglia,2944.0,2018,total,4048242,727.23
2,Sardegna,1569.0,2018,total,1648176,951.96
3,Sardegna,1621.0,2018,total,1648176,983.51
4,Sardegna,1372.0,2018,total,1648176,832.44
5,Sardegna,1259.0,2018,total,1648176,763.87
6,Sardegna,1231.0,2018,total,1648176,746.89
7,Sardegna,1353.0,2018,total,1648176,820.91
8,Sardegna,1246.0,2018,total,1648176,755.99
9,Sardegna,1201.0,2018,total,1648176,728.68
2,Sicilia,5017.0,2018,total,5026989,998.01
3,Sicilia,5127.0,2018,total,5026989,1019.89
4,Sicilia,4362.0,2018,total,5026989,867.72
5,Sicilia,4015.0,2018,total,5026989,798.69
6,Sicilia,3766.0,2018,total,5026989,749.16
7,Sicilia,4123.0,2018,total,5026989,820.17
8,Sicilia,4012.0,2018,total,5026989,798.09
9,Sicilia,3779.0,2018,total,5026989,751.74
2,Toscana,3868.0,2018,total,3736968,1035.06
3,Toscana,4093.0,2018,total,3736968,1095.27
4,Toscana,3434.0,2018,total,3736968,918.93
5,Toscana,3400.0,2018,total,3736968,909.83
6,Toscana,3161.0,2018,total,3736968,845.87
7,Toscana,3392.0,2018,total,3736968,907.69
8,Toscana,3703.0,2018,total,3736968,990.91
9,Toscana,3181.0,2018,total,3736968,851.22
2,Trentino-Alto Adige,794.0,2018,total,1067648,743.69
3,Trentino-Alto Adige,895.0,2018,total,1067648,838.29
4,Trentino-Alto Adige,781.0,2018,total,1067648,731.51
5,Trentino-Alto Adige,712.0,2018,total,1067648,666.89
6,Trentino-Alto Adige,757.0,2018,total,1067648,709.04
7,Trentino-Alto Adige,716.0,2018,total,1067648,670.63
8,Trentino-Alto Adige,741.0,2018,total,1067648,694.05
9,Trentino-Alto Adige,700.0,2018,total,1067648,655.65
2,Umbria,860.0,2018,total,884640,972.15
3,Umbria,925.0,2018,total,884640,1045.62
4,Umbria,800.0,2018,total,884640,904.32
5,Umbria,800.0,2018,total,884640,904.32
6,Umbria,732.0,2018,total,884640,827.46
7,Umbria,792.0,2018,total,884640,895.28
8,Umbria,785.0,2018,total,884640,887.37
9,Umbria,741.0,2018,total,884640,837.63
2,Valle d'Aosta,135.0,2018,total,126202,1069.71
3,Valle d'Aosta,139.0,2018,total,126202,1101.41
4,Valle d'Aosta,111.0,2018,total,126202,879.54
5,Valle d'Aosta,122.0,2018,total,126202,966.7
6,Valle d'Aosta,110.0,2018,total,126202,871.62
7,Valle d'Aosta,124.0,2018,total,126202,982.55
8,Valle d'Aosta,115.0,2018,total,126202,911.24
9,Valle d'Aosta,101.0,2018,total,126202,800.3
2,Veneto,4338.0,2018,total,4905037,884.4
3,Veneto,4572.0,2018,total,4905037,932.1
4,Veneto,4045.0,2018,total,4905037,824.66
5,Veneto,3858.0,2018,total,4905037,786.54
6,Veneto,3604.0,2018,total,4905037,734.75
7,Veneto,3661.0,2018,total,4905037,746.38
8,Veneto,4089.0,2018,total,4905037,833.63
9,Veneto,3774.0,2018,total,4905037,769.41
2,Abruzzo,1402.0,2019,total,1300645,1077.93
3,Abruzzo,1347.0,2019,total,1300645,1035.64
4,Abruzzo,1223.0,2019,total,1300645,940.3
5,Abruzzo,1154.0,2019,total,1300645,887.25
6,Abruzzo,1182.0,2019,total,1300645,908.78
7,Abruzzo,1244.0,2019,total,1300645,956.45
8,Abruzzo,1144.0,2019,total,1300645,879.56
9,Abruzzo,1083.0,2019,total,1300645,832.66
2,Basilicata,660.0,2019,total,558587,1181.55
3,Basilicata,657.0,2019,total,558587,1176.18
4,Basilicata,504.0,2019,total,558587,902.28
5,Basilicata,548.0,2019,total,558587,981.05
6,Basilicata,536.0,2019,total,558587,959.56
7,Basilicata,543.0,2019,total,558587,972.1
8,Basilicata,497.0,2019,total,558587,889.75
9,Basilicata,467.0,2019,total,558587,836.04
2,Calabria,1991.0,2019,total,1912021,1041.31
3,Calabria,2007.0,2019,total,1912021,1049.67
4,Calabria,1687.0,2019,total,1912021,882.31
5,Calabria,1626.0,2019,total,1912021,850.41
6,Calabria,1647.0,2019,total,1912021,861.39
7,Calabria,1635.0,2019,total,1912021,855.12
8,Calabria,1547.0,2019,total,1912021,809.09
9,Calabria,1379.0,2019,total,1912021,721.23
2,Campania,5143.0,2019,total,5740291,895.95
3,Campania,4918.0,2019,total,5740291,856.75
4,Campania,4517.0,2019,total,5740291,786.89
5,Campania,4338.0,2019,total,5740291,755.71
6,Campania,4412.0,2019,total,5740291,768.6
7,Campania,4286.0,2019,total,5740291,746.65
8,Campania,4196.0,2019,total,5740291,730.97
9,Campania,3813.0,2019,total,5740291,664.25
2,Emilia-Romagna,4570.0,2019,total,4459453,1024.79
3,Emilia-Romagna,4701.0,2019,total,4459453,1054.17
4,Emilia-Romagna,4013.0,2019,total,4459453,899.89
5,Emilia-Romagna,4135.0,2019,total,4459453,927.24
6,Emilia-Romagna,3909.0,2019,total,4459453,876.56
7,Emilia-Romagna,4066.0,2019,total,4459453,911.77
8,Emilia-Romagna,3921.0,2019,total,4459453,879.26
9,Emilia-Romagna,3805.0,2019,total,4459453,853.24
2,Lazio,5458.0,2019,total,5773076,945.42
3,Lazio,5238.0,2019,total,5773076,907.32
4,Lazio,4781.0,2019,total,5773076,828.15
5,Lazio,4804.0,2019,total,5773076,832.14
6,Lazio,4803.0,2019,total,5773076,831.97
7,Lazio,4685.0,2019,total,5773076,811.53
8,Lazio,4461.0,2019,total,5773076,772.72
9,Lazio,4138.0,2019,total,5773076,716.78
2,Liguria,1962.0,2019,total,1532980,1279.86
3,Liguria,1922.0,2019,total,1532980,1253.77
4,Liguria,1753.0,2019,total,1532980,1143.52
5,Liguria,1648.0,2019,total,1532980,1075.03
6,Liguria,1811.0,2019,total,1532980,1181.36
7,Liguria,1722.0,2019,total,1532980,1123.3
8,Liguria,1685.0,2019,total,1532980,1099.17
9,Liguria,1551.0,2019,total,1532980,1011.75
2,Lombardia,9512.0,2019,total,10010833,950.17
3,Lombardia,9009.0,2019,total,10010833,899.93
4,Lombardia,7939.0,2019,total,10010833,793.04
5,Lombardia,7946.0,2019,total,10010833,793.74
6,Lombardia,8161.0,2019,total,10010833,815.22
7,Lombardia,8084.0,2019,total,10010833,807.53
8,Lombardia,7729.0,2019,total,10010833,772.06
9,Lombardia,7329.0,2019,total,10010833,732.11
2,Marche,1644.0,2019,total,1520321,1081.35
3,Marche,1602.0,2019,total,1520321,1053.72
4,Marche,1474.0,2019,total,1520321,969.53
5,Marche,1409.0,2019,total,1520321,926.78
6,Marche,1351.0,2019,total,1520321,888.63
7,Marche,1514.0,2019,total,1520321,995.84
8,Marche,1436.0,2019,total,1520321,944.54
9,Marche,1320.0,2019,total,1520321,868.24
2,Molise,334.0,2019,total,303790,1099.44
3,Molise,366.0,2019,total,303790,1204.78
4,Molise,287.0,2019,total,303790,944.73
5,Molise,274.0,2019,total,303790,901.94
6,Molise,299.0,2019,total,303790,984.23
7,Molise,316.0,2019,total,303790,1040.19
8,Molise,329.0,2019,total,303790,1082.98
9,Molise,269.0,2019,total,303790,885.48
2,Piemonte,5160.0,2019,total,4328565,1192.08
3,Piemonte,4655.0,2019,total,4328565,1075.41
4,Piemonte,4235.0,2019,total,4328565,978.38
5,Piemonte,4235.0,2019,total,4328565,978.38
6,Piemonte,4363.0,2019,total,4328565,1007.96
7,Piemonte,4638.0,2019,total,4328565,1071.49
8,Piemonte,4016.0,2019,total,4328565,927.79
9,Piemonte,3811.0,2019,total,4328565,880.43
2,Puglia,3783.0,2019,total,3975528,951.57
3,Puglia,3781.0,2019,total,3975528,951.07
4,Puglia,3262.0,2019,total,3975528,820.52
5,Puglia,3116.0,2019,total,3975528,783.8
6,Puglia,3237.0,2019,total,3975528,814.23
7,Puglia,3125.0,2019,total,3975528,786.06
8,Puglia,3091.0,2019,total,3975528,777.51
9,Puglia,2892.0,2019,total,3975528,727.45
2,Sardegna,1473.0,2019,total,1622257,907.99
3,Sardegna,1615.0,2019,total,1622257,995.53
4,Sardegna,1472.0,2019,total,1622257,907.38
5,Sardegna,1428.0,2019,total,1622257,880.26
6,Sardegna,1385.0,2019,total,1622257,853.75
7,Sardegna,1309.0,2019,total,1622257,806.9
8,Sardegna,1382.0,2019,total,1622257,851.9
9,Sardegna,1243.0,2019,total,1622257,766.22
2,Sicilia,5147.0,2019,total,4908548,1048.58
3,Sicilia,5137.0,2019,total,4908548,1046.54
4,Sicilia,4549.0,2019,total,4908548,926.75
5,Sicilia,4191.0,2019,total,4908548,853.82
6,Sicilia,4211.0,2019,total,4908548,857.89
7,Sicilia,4225.0,2019,total,4908548,860.74
8,Sicilia,4144.0,2019,total,4908548,844.24
9,Sicilia,3662.0,2019,total,4908548,746.05
2,Toscana,3996.0,2019,total,3701343,1079.61
3,Toscana,4041.0,2019,total,3701343,1091.77
4,Toscana,3593.0,2019,total,3701343,970.73
5,Toscana,3480.0,2019,total,3701343,940.2
6,Toscana,3516.0,2019,total,3701343,949.93
7,Toscana,3633.0,2019,total,3701343,981.54
8,Toscana,3369.0,2019,total,3701343,910.21
9,Toscana,3259.0,2019,total,3701343,880.49
2,Trentino-Alto Adige,865.0,2019,total,1074034,805.37
3,Trentino-Alto Adige,891.0,2019,total,1074034,829.58
4,Trentino-Alto Adige,796.0,2019,total,1074034,741.13
5,Trentino-Alto Adige,784.0,2019,total,1074034,729.96
6,Trentino-Alto Adige,758.0,2019,total,1074034,705.75
7,Trentino-Alto Adige,722.0,2019,total,1074034,672.23
8,Trentino-Alto Adige,727.0,2019,total,1074034,676.89
9,Trentino-Alto Adige,747.0,2019,total,1074034,695.51
2,Umbria,955.0,2019,total,873744,1093.0
3,Umbria,1007.0,2019,total,873744,1152.51
4,Umbria,838.0,2019,total,873744,959.09
5,Umbria,817.0,2019,total,873744,935.06
6,Umbria,848.0,2019,total,873744,970.54
7,Umbria,875.0,2019,total,873744,1001.44
8,Umbria,788.0,2019,total,873744,901.87
9,Umbria,747.0,2019,total,873744,854.94
2,Valle d'Aosta,125.0,2019,total,125653,994.8
3,Valle d'Aosta,147.0,2019,total,125653,1169.89
4,Valle d'Aosta,107.0,2019,total,125653,851.55
5,Valle d'Aosta,103.0,2019,total,125653,819.72
6,Valle d'Aosta,107.0,2019,total,125653,851.55
7,Valle d'Aosta,119.0,2019,total,125653,947.05
8,Valle d'Aosta,93.0,2019,total,125653,740.13
9,Valle d'Aosta,106.0,2019,total,125653,843.59
2,Veneto,4697.0,2019,total,4884590,961.6
3,Veneto,4311.0,2019,total,4884590,882.57
4,Veneto,3909.0,2019,total,4884590,800.27
5,Veneto,3930.0,2019,total,4884590,804.57
6,Veneto,3920.0,2019,total,4884590,802.52
7,Veneto,3827.0,2019,total,4884590,783.48
8,Veneto,3770.0,2019,total,4884590,771.82
9,Veneto,3745.0,2019,total,4884590,766.7
